행정구역,시도,시군구,행정구,읍면동,행정구역코드,age_20,age_30,age_40,age_50,age_60,age_70
서울특별시 광진구 중곡제3동,서울특별시,광진구,0,중곡3동,1121576000,2753,2465,3035,2326,1784,3001
서울특별시 광진구 중곡제4동,서울특별시,광진구,0,중곡4동,1121577000,4612,4351,5464,4172,3127,5109
서울특별시 광진구 자양제1동,서울특별시,광진구,0,자양1동,1121582000,3895,3479,3700,2748,2153,4688
서울특별시 광진구 자양제2동,서울특별시,광진구,0,자양2동,1121583000,4155,4229,4352,3471,2340,4459
서울특별시 광진구 자양제3동,서울특별시,광진구,0,자양3동,1121584000,4415,4702,4711,3442,2523,4644
서울특별시 광진구 자양제4동,서울특별시,광진구,0,자양4동,1121584700,2773,2591,3296,2904,2315,3015
서울특별시 광진구 구의제1동,서울특별시,광진구,0,구의1동,1121585000,4387,3285,3280,2371,2060,5193
서울특별시 광진구 구의제2동,서울특별시,광진구,0,구의2동,1121586000,4031,4509,4551,3415,2703,4345
서울특별시 광진구 구의제3동,서울특별시,광진구,0,구의3동,1121587000,4749,4692,4884,3354,2493,5467
서울특별시 동대문구 전농제1동,서울특별시,동대문구,0,전농1동,1123056000,4497,4483,4999,4110,3757,5271
서울특별시 동대문구 전농제2동,서울특별시,동대문구,0,전농2동,1123057000,2351,3144,3346,2609,2419,2860
서울특별시 동대문구 답십리제1동,서울특별시,동대문구,0,답십리1동,1123060000,5512,4680,4341,3126,2704,4516
서울특별시 동대문구 답십리제2동,서울특별시,동대문구,0,답십리2동,1123061000,4518,4547,5124,4110,3596,4652
서울특별시 동대문구 장안제1동,서울특별시,동대문구,0,장안1동,1123065000,6446,6427,6125,5215,3868,5845
서울특별시 동대문구 장안제2동,서울특별시,동대문구,0,장안2동,1123066000,5224,5813,5006,4122,3085,4578
서울특별시 동대문구 휘경제1동,서울특별시,동대문구,0,휘경1동,1123072000,2231,1839,2201,1640,1599,3468
서울특별시 동대문구 휘경제2동,서울특별시,동대문구,0,휘경2동,1123073000,3067,3604,3550,2898,2565,5784
서울특별시 동대문구 이문제1동,서울특별시,동대문구,0,이문1동,1123074000,2207,2568,2640,2187,2318,5091
서울특별시 동대문구 이문제2동,서울특별시,동대문구,0,이문2동,1123075000,2608,3319,3399,2702,2555,3279
서울특별시 중랑구 면목제2동,서울특별시,중랑구,0,면목2동,1126052000,3518,3909,5019,3579,2829,3890
서울특별시 중랑구 면목제4동,서울특별시,중랑구,0,면목4동,1126054000,2850,3119,3347,2843,2370,2934
서울특별시 중랑구 면목제5동,서울특별시,중랑구,0,면목5동,1126055000,1412,1450,1781,1392,1076,1443
서울특별시 중랑구 면목제7동,서울특별시,중랑구,0,면목7동,1126057000,3496,3236,3991,3415,2604,3443
서울특별시 중랑구 면목제3.8동,서울특별시,중랑구,0,면목3·8동,1126057500,3777,3694,4785,3910,3166,4278
서울특별시 중랑구 상봉제1동,서울특별시,중랑구,0,상봉1동,1126058000,3720,3687,4535,3148,2316,4223
서울특별시 중랑구 상봉제2동,서울특별시,중랑구,0,상봉2동,1126059000,4060,2670,3126,2415,1864,4157
서울특별시 중랑구 중화제1동,서울특별시,중랑구,0,중화1동,1126060000,3317,2900,3511,2979,2120,3377
서울특별시 중랑구 중화제2동,서울특별시,중랑구,0,중화2동,1126061000,3827,3699,5216,4040,3210,4292
서울특별시 중랑구 묵제1동,서울특별시,중랑구,0,묵1동,1126062000,5205,6015,5638,4496,3632,5708
서울특별시 중랑구 묵제2동,서울특별시,중랑구,0,묵2동,1126063000,3170,2959,3230,2889,2081,3106
서울특별시 중랑구 망우제3동,서울특별시,중랑구,0,망우3동,1126066000,2253,2533,3418,2648,2071,2734
서울특별시 성북구 돈암제1동,서울특별시,성북구,0,돈암1동,1129058000,2049,2333,2796,2139,1890,2535
서울특별시 성북구 돈암제2동,서울특별시,성북구,0,돈암2동,1129059000,3140,4673,4039,2628,2260,3598
서울특별시 성북구 정릉제1동,서울특별시,성북구,0,정릉1동,1129062000,2771,3343,2882,2170,2062,2799
서울특별시 성북구 정릉제2동,서울특별시,성북구,0,정릉2동,1129063000,3125,3708,3785,3287,2854,3727
서울특별시 성북구 정릉제3동,서울특별시,성북구,0,정릉3동,1129064000,1929,2042,2383,2155,2278,3387
서울특별시 성북구 정릉제4동,서울특별시,성북구,0,정릉4동,1129065000,3485,4358,4216,3543,3149,3884
서울특별시 성북구 길음제1동,서울특별시,성북구,0,길음1동,1129066000,5045,8050,4834,3215,3009,4385
서울특별시 성북구 길음제2동,서울특별시,성북구,0,길음2동,1129068500,2609,2994,2721,2048,1608,2534
서울특별시 성북구 월곡제1동,서울특별시,성북구,0,월곡1동,1129071500,3645,4767,4279,3455,3042,3634
서울특별시 성북구 월곡제2동,서울특별시,성북구,0,월곡2동,1129072500,2811,2961,3057,2579,2386,3982
서울특별시 성북구 장위제1동,서울특별시,성북구,0,장위1동,1129076000,2442,2993,3925,2914,2401,3491
서울특별시 성북구 장위제2동,서울특별시,성북구,0,장위2동,1129077000,1601,2038,2546,2147,2094,2110
서울특별시 성북구 장위제3동,서울특별시,성북구,0,장위3동,1129078000,2898,2843,2849,2094,1589,2733
서울특별시 도봉구 창제1동,서울특별시,도봉구,0,창1동,1132051100,3556,4325,4275,3404,2945,3966
서울특별시 도봉구 창제2동,서울특별시,도봉구,0,창2동,1132051200,4376,4706,5249,3983,3237,4840
서울특별시 도봉구 창제3동,서울특별시,도봉구,0,창3동,1132051300,1791,2232,2678,2038,1911,2182
서울특별시 도봉구 창제4동,서울특별시,도봉구,0,창4동,1132051400,3456,4581,5005,3337,2715,4508
서울특별시 도봉구 창제5동,서울특별시,도봉구,0,창5동,1132051500,3672,3703,4513,3552,2681,4287
서울특별시 도봉구 도봉제1동,서울특별시,도봉구,0,도봉1동,1132052100,2481,3071,3915,3828,3730,3103
서울특별시 도봉구 도봉제2동,서울특별시,도봉구,0,도봉2동,1132052200,3806,3952,4612,4845,4097,3961
서울특별시 도봉구 쌍문제1동,서울특별시,도봉구,0,쌍문1동,1132066000,2650,3358,3732,3209,2956,3600
서울특별시 도봉구 쌍문제2동,서울특별시,도봉구,0,쌍문2동,1132067000,2741,2886,3391,2939,2482,3047
서울특별시 도봉구 쌍문제3동,서울특별시,도봉구,0,쌍문3동,1132068000,2447,2520,2839,2401,2270,2860
서울특별시 도봉구 쌍문제4동,서울특별시,도봉구,0,쌍문4동,1132068100,2452,3120,3526,2671,1802,3187
서울특별시 도봉구 방학제1동,서울특별시,도봉구,0,방학1동,1132069000,3491,4421,5538,4435,3604,4661
서울특별시 도봉구 방학제2동,서울특별시,도봉구,0,방학2동,1132070000,2396,3087,3873,3265,2778,3231
서울특별시 도봉구 방학제3동,서울특별시,도봉구,0,방학3동,1132071000,3317,4423,5027,4175,2970,4228
서울특별시 은평구 불광제1동,서울특별시,은평구,0,불광1동,1138052000,5621,6322,6818,5439,5242,6181
서울특별시 은평구 불광제2동,서울특별시,은평구,0,불광2동,1138053000,4043,4184,5047,4245,3884,4891
서울특별시 은평구 갈현제1동,서울특별시,은평구,0,갈현1동,1138055100,3297,3603,4107,3401,2924,4354
서울특별시 은평구 갈현제2동,서울특별시,은평구,0,갈현2동,1138055200,4166,4843,4910,3638,3259,5180
서울특별시 은평구 응암제1동,서울특별시,은평구,0,응암1동,1138058000,3710,4431,3832,2990,2851,3921
서울특별시 은평구 응암제2동,서울특별시,은평구,0,응암2동,1138059000,4718,4796,3355,2652,2358,3109
서울특별시 은평구 응암제3동,서울특별시,은평구,0,응암3동,1138060000,3411,3790,4337,3736,3850,4145
서울특별시 은평구 신사제1동,서울특별시,은평구,0,신사1동,1138063100,4235,4402,4589,3754,3174,4609
서울특별시 은평구 신사제2동,서울특별시,은평구,0,신사2동,1138063200,2959,3385,3606,3091,2414,3460
서울특별시 서대문구 홍은제1동,서울특별시,서대문구,0,홍은1동,1141066000,2931,3495,4056,3189,3076,3471
서울특별시 서대문구 홍은제2동,서울특별시,서대문구,0,홍은2동,1141068500,3605,4227,4646,3613,3420,4795
서울특별시 서대문구 남가좌제1동,서울특별시,서대문구,0,남가좌1동,1141069000,2655,3090,2191,1567,1459,1886
서울특별시 서대문구 남가좌제2동,서울특별시,서대문구,0,남가좌2동,1141070000,4468,4787,4289,3154,3203,4755
서울특별시 서대문구 북가좌제1동,서울특별시,서대문구,0,북가좌1동,1141071000,2568,3391,3006,2121,2015,2628
서울특별시 서대문구 북가좌제2동,서울특별시,서대문구,0,북가좌2동,1141072000,4486,5232,5561,4473,4163,5584
서울특별시 마포구 망원제1동,서울특별시,마포구,0,망원1동,1144069000,4058,3370,3073,2402,2317,3916
서울특별시 마포구 망원제2동,서울특별시,마포구,0,망원2동,1144070000,3087,3303,2785,2159,2048,3231
서울특별시 마포구 성산제1동,서울특별시,마포구,0,성산1동,1144072000,3517,3486,2898,2125,1955,3573
서울특별시 마포구 성산제2동,서울특별시,마포구,0,성산2동,1144073000,6971,6878,5738,4144,4174,7648
서울특별시 강서구 등촌제1동,서울특별시,강서구,0,등촌1동,1150052000,5617,3319,3085,2127,1881,5026
서울특별시 강서구 등촌제2동,서울특별시,강서구,0,등촌2동,1150053000,3667,3147,3567,2832,1833,3814
서울특별시 강서구 등촌제3동,서울특별시,강서구,0,등촌3동,1150053500,4693,4128,5623,5004,4188,5033
서울특별시 강서구 화곡제1동,서울특별시,강서구,0,화곡1동,1150054000,11011,7757,7709,6900,5022,9908
서울특별시 강서구 화곡제2동,서울특별시,강서구,0,화곡2동,1150055000,3118,3261,2898,2413,1740,2956
서울특별시 강서구 화곡제3동,서울특별시,강서구,0,화곡3동,1150056000,3401,3294,3478,3413,2413,3694
서울특별시 강서구 화곡제4동,서울특별시,강서구,0,화곡4동,1150057000,3582,3328,3552,3082,2281,3374
서울특별시 강서구 화곡제6동,서울특별시,강서구,0,화곡6동,1150059100,4148,3758,4061,3547,2252,4541
서울특별시 강서구 화곡제8동,서울특별시,강서구,0,화곡8동,1150059300,4542,4070,3920,3464,2652,4307
서울특별시 강서구 가양제1동,서울특별시,강서구,0,가양1동,1150060300,8015,4565,4272,3034,1722,8913
서울특별시 강서구 가양제2동,서울특별시,강서구,0,가양2동,1150060400,2594,1486,2450,3149,2369,1983
서울특별시 강서구 가양제3동,서울특별시,강서구,0,가양3동,1150060500,3222,2020,2399,2651,2246,2185
서울특별시 강서구 발산제1동,서울특별시,강서구,0,발산1동,1150061100,4654,7484,5726,3810,2967,5921
서울특별시 강서구 방화제1동,서울특별시,강서구,0,방화1동,1150063000,6865,7886,6616,5478,3901,6331
서울특별시 강서구 방화제2동,서울특별시,강서구,0,방화2동,1150064000,3573,3323,3785,3571,3073,3865
서울특별시 강서구 방화제3동,서울특별시,강서구,0,방화3동,1150064100,3812,3595,3807,3849,3190,3099
서울특별시 구로구 구로제1동,서울특별시,구로구,0,구로1동,1153052000,3955,3664,3064,2471,1360,3342
서울특별시 구로구 구로제2동,서울특별시,구로구,0,구로2동,1153053000,3023,3703,4838,3928,3766,3676
서울특별시 구로구 구로제3동,서울특별시,구로구,0,구로3동,1153054000,5130,4081,3007,2554,2168,4634
서울특별시 구로구 구로제4동,서울특별시,구로구,0,구로4동,1153055000,3061,3094,3574,3032,2920,3243
서울특별시 구로구 구로제5동,서울특별시,구로구,0,구로5동,1153056000,5578,4259,4642,3598,2875,5626
서울특별시 구로구 고척제1동,서울특별시,구로구,0,고척1동,1153072000,3006,3671,4037,3468,2613,3848
서울특별시 구로구 고척제2동,서울특별시,구로구,0,고척2동,1153073000,3495,4518,4904,3857,3198,4318
서울특별시 구로구 개봉제1동,서울특별시,구로구,0,개봉1동,1153074000,4496,4859,5560,4792,3823,4880
서울특별시 구로구 개봉제2동,서울특별시,구로구,0,개봉2동,1153075000,4912,4977,4938,4919,3739,4485
서울특별시 구로구 개봉제3동,서울특별시,구로구,0,개봉3동,1153076000,3112,3301,3535,3367,2464,3083
서울특별시 구로구 오류제1동,서울특별시,구로구,0,오류1동,1153077000,4389,3173,3069,2900,2539,4303
서울특별시 구로구 오류제2동,서울특별시,구로구,0,오류2동,1153078000,5491,6820,5752,4853,4426,5548
서울특별시 금천구 독산제1동,서울특별시,금천구,0,독산1동,1154561000,8528,6207,6207,4638,3506,8055
서울특별시 금천구 독산제2동,서울특별시,금천구,0,독산2동,1154562000,2529,2758,3939,2891,2060,3153
서울특별시 금천구 독산제3동,서울특별시,금천구,0,독산3동,1154563000,3487,3515,4973,3753,2767,4353
서울특별시 금천구 독산제4동,서울특별시,금천구,0,독산4동,1154564000,2026,2286,3344,2397,1725,2604
서울특별시 금천구 시흥제1동,서울특별시,금천구,0,시흥1동,1154567000,4864,5153,6044,4653,3882,5603
서울특별시 금천구 시흥제2동,서울특별시,금천구,0,시흥2동,1154568000,2591,3641,3867,3134,2577,3078
서울특별시 금천구 시흥제3동,서울특별시,금천구,0,시흥3동,1154569000,1489,1612,2065,1872,1419,1671
서울특별시 금천구 시흥제4동,서울특별시,금천구,0,시흥4동,1154570000,2706,3078,4026,3279,2467,3208
서울특별시 금천구 시흥제5동,서울특별시,금천구,0,시흥5동,1154571000,2386,2977,3670,3047,2829,3027
서울특별시 영등포구 당산제1동,서울특별시,영등포구,0,당산1동,1156055000,4249,2985,3112,2576,2146,3903
서울특별시 영등포구 당산제2동,서울특별시,영등포구,0,당산2동,1156056000,7785,4987,4611,3546,2884,7765
서울특별시 영등포구 양평제1동,서울특별시,영등포구,0,양평1동,1156061000,4334,2863,2110,1754,1627,3018
서울특별시 영등포구 양평제2동,서울특별시,영등포구,0,양평2동,1156062000,5039,3450,3095,2145,1628,4113
서울특별시 영등포구 신길제1동,서울특별시,영등포구,0,신길1동,1156063000,2989,2489,2643,2255,2274,3665
서울특별시 영등포구 신길제3동,서울특별시,영등포구,0,신길3동,1156065000,2558,2605,2998,2415,1977,2545
서울특별시 영등포구 신길제4동,서울특별시,영등포구,0,신길4동,1156066000,1070,1241,1663,1438,1247,1443
서울특별시 영등포구 신길제5동,서울특별시,영등포구,0,신길5동,1156067000,1445,1567,1824,1550,1221,1498
서울특별시 영등포구 신길제6동,서울특별시,영등포구,0,신길6동,1156068000,2932,2542,2816,2503,2021,3394
서울특별시 영등포구 신길제7동,서울특별시,영등포구,0,신길7동,1156069000,3487,3353,3093,2019,1483,3304
서울특별시 영등포구 대림제1동,서울특별시,영등포구,0,대림1동,1156070000,1483,1821,2347,1956,1864,2250
서울특별시 영등포구 대림제2동,서울특별시,영등포구,0,대림2동,1156071000,1707,1738,2274,1855,1909,2105
서울특별시 영등포구 대림제3동,서울특별시,영등포구,0,대림3동,1156072000,3393,3417,4384,3440,2709,3629
서울특별시 동작구 노량진제1동,서울특별시,동작구,0,노량진1동,1159051000,5361,4442,4790,4106,3774,6108
서울특별시 동작구 노량진제2동,서울특별시,동작구,0,노량진2동,1159052000,1865,1596,2273,1955,1793,2421
서울특별시 동작구 상도제1동,서울특별시,동작구,0,상도1동,1159053000,6561,6680,6424,5061,4604,10836
서울특별시 동작구 상도제2동,서울특별시,동작구,0,상도2동,1159054000,4937,4507,4166,3259,2925,4957
서울특별시 동작구 상도제3동,서울특별시,동작구,0,상도3동,1159055000,4335,3825,3893,3090,2909,4769
서울특별시 동작구 상도제4동,서울특별시,동작구,0,상도4동,1159056000,4981,4498,4524,3627,3226,5126
서울특별시 동작구 사당제1동,서울특별시,동작구,0,사당1동,1159062000,4743,2945,3189,3016,2315,5601
서울특별시 동작구 사당제2동,서울특별시,동작구,0,사당2동,1159063000,4636,4130,4293,3842,3394,4266
서울특별시 동작구 사당제3동,서울특별시,동작구,0,사당3동,1159064000,4236,3929,3762,3438,2773,3908
서울특별시 동작구 사당제4동,서울특별시,동작구,0,사당4동,1159065000,2566,2129,2169,1962,1698,2764
서울특별시 동작구 사당제5동,서울특별시,동작구,0,사당5동,1159065100,2244,2099,2024,1612,1361,2270
서울특별시 동작구 신대방제1동,서울특별시,동작구,0,신대방1동,1159067000,3080,4201,3654,2862,2348,3862
서울특별시 동작구 신대방제2동,서울특별시,동작구,0,신대방2동,1159068000,3415,3312,2705,2093,2044,3872
서울특별시 강동구 명일제1동,서울특별시,강동구,0,명일1동,1174053000,4197,4309,4152,3438,2203,3941
서울특별시 강동구 명일제2동,서울특별시,강동구,0,명일2동,1174054000,1887,3137,2818,2380,1329,2752
서울특별시 강동구 고덕제1동,서울특별시,강동구,0,고덕1동,1174055000,3942,5482,3571,2667,1663,3119
서울특별시 강동구 고덕제2동,서울특별시,강동구,0,고덕2동,1174056000,3627,3493,3233,2612,1500,2744
서울특별시 강동구 암사제1동,서울특별시,강동구,0,암사1동,1174057000,5579,5722,6150,4915,3670,5683
서울특별시 강동구 암사제2동,서울특별시,강동구,0,암사2동,1174058000,2907,2453,2278,1827,1444,2292
서울특별시 강동구 암사제3동,서울특별시,강동구,0,암사3동,1174059000,2707,3288,2694,2291,1412,2398
서울특별시 강동구 천호제1동,서울특별시,강동구,0,천호1동,1174060000,4140,4192,4792,4279,3116,4435
서울특별시 강동구 천호제2동,서울특별시,강동구,0,천호2동,1174061000,6261,5122,6028,4892,3757,5557
서울특별시 강동구 천호제3동,서울특별시,강동구,0,천호3동,1174062000,4806,3905,4496,3945,2867,4523
서울특별시 강동구 성내제1동,서울특별시,강동구,0,성내1동,1174064000,3347,3432,3074,2554,1787,3153
서울특별시 강동구 성내제2동,서울특별시,강동구,0,성내2동,1174065000,4329,3610,3946,3495,2594,4349
서울특별시 강동구 성내제3동,서울특별시,강동구,0,성내3동,1174066000,3589,3697,4022,3114,2228,4170
서울특별시 강동구 둔촌제1동,서울특별시,강동구,0,둔촌1동,1174069000,28,51,32,55,66,20
서울특별시 강동구 둔촌제2동,서울특별시,강동구,0,둔촌2동,1174070000,4073,4046,4627,3899,2506,4576
부산광역시 중구 영주제1동,부산광역시,중구,0,영주1동,2611059000,676,716,723,767,755,901
부산광역시 중구 영주제2동,부산광역시,중구,0,영주2동,2611060000,706,1004,1392,1416,1424,945
부산광역시 서구 동대신제1동,부산광역시,서구,0,동대신1동,2614051000,522,593,783,794,806,711
부산광역시 서구 동대신제2동,부산광역시,서구,0,동대신2동,2614052000,723,1086,1365,1413,1558,945
부산광역시 서구 동대신제3동,부산광역시,서구,0,동대신3동,2614053000,621,880,1047,1130,1169,1166
부산광역시 서구 서대신제1동,부산광역시,서구,0,서대신1동,2614054000,1619,1827,1904,1683,1714,1877
부산광역시 서구 서대신제3동,부산광역시,서구,0,서대신3동,2614056000,955,1397,1497,1270,1191,1270
부산광역시 서구 서대신제4동,부산광역시,서구,0,서대신4동,2614057000,957,1282,1326,1107,1003,1147
부산광역시 서구 남부민제1동,부산광역시,서구,0,남부민1동,2614065000,414,550,898,1107,1117,478
부산광역시 서구 남부민제2동,부산광역시,서구,0,남부민2동,2614066000,844,1289,1798,2089,2028,1122
부산광역시 동구 초량제1동,부산광역시,동구,0,초량1동,2617051000,535,712,795,851,835,757
부산광역시 동구 초량제2동,부산광역시,동구,0,초량2동,2617052000,567,793,1018,1232,1171,743
부산광역시 동구 초량제3동,부산광역시,동구,0,초량3동,2617053000,2047,1487,1406,1123,928,1675
부산광역시 동구 초량제6동,부산광역시,동구,0,초량6동,2617055000,553,885,1096,1214,1466,784
부산광역시 동구 수정제1동,부산광역시,동구,0,수정1동,2617056000,430,637,715,744,775,579
부산광역시 동구 수정제2동,부산광역시,동구,0,수정2동,2617057000,1172,1358,1729,1799,1791,1444
부산광역시 동구 수정제4동,부산광역시,동구,0,수정4동,2617059000,330,532,754,831,1090,467
부산광역시 동구 수정제5동,부산광역시,동구,0,수정5동,2617060000,482,762,1015,1079,1240,703
부산광역시 동구 범일제1동,부산광역시,동구,0,범일1동,2617065000,1201,1521,2252,2525,2377,1577
부산광역시 동구 범일제2동,부산광역시,동구,0,범일2동,2617066000,1221,1290,1668,1531,1142,1310
부산광역시 동구 범일제5동,부산광역시,동구,0,범일5동,2617068000,729,716,647,749,717,497
부산광역시 영도구 영선제1동,부산광역시,영도구,0,영선1동,2620054000,397,546,746,805,766,534
부산광역시 영도구 영선제2동,부산광역시,영도구,0,영선2동,2620055000,852,1146,1603,1682,1806,1072
부산광역시 영도구 봉래제1동,부산광역시,영도구,0,봉래1동,2620059000,806,992,1225,1422,1372,851
부산광역시 영도구 봉래제2동,부산광역시,영도구,0,봉래2동,2620060500,438,725,974,1059,1259,605
부산광역시 영도구 청학제1동,부산광역시,영도구,0,청학1동,2620063000,712,1053,1126,1230,1338,747
부산광역시 영도구 청학제2동,부산광역시,영도구,0,청학2동,2620064000,1964,2770,3271,3332,2845,2401
부산광역시 영도구 동삼제1동,부산광역시,영도구,0,동삼1동,2620065000,3042,4213,5224,5079,4249,4205
부산광역시 영도구 동삼제2동,부산광역시,영도구,0,동삼2동,2620066000,345,469,482,665,626,693
부산광역시 영도구 동삼제3동,부산광역시,영도구,0,동삼3동,2620067000,1001,1306,1929,2344,2163,1152
부산광역시 부산진구 부전제1동,부산광역시,부산진구,0,부전1동,2623051000,2410,1821,2572,2362,1966,3339
부산광역시 부산진구 부전제2동,부산광역시,부산진구,0,부전2동,2623052000,1801,1495,1593,1273,831,2153
부산광역시 부산진구 양정제1동,부산광역시,부산진구,0,양정1동,2623056000,2480,3090,3653,2923,2576,3298
부산광역시 부산진구 양정제2동,부산광역시,부산진구,0,양정2동,2623057000,2310,1829,1735,1637,1492,3130
부산광역시 부산진구 전포제1동,부산광역시,부산진구,0,전포1동,2623060000,3165,2451,2354,2172,2159,4225
부산광역시 부산진구 전포제2동,부산광역시,부산진구,0,전포2동,2623061000,3207,3066,3150,3284,3056,3731
부산광역시 부산진구 부암제1동,부산광역시,부산진구,0,부암1동,2623064000,3089,3756,3731,3192,2777,2865
부산광역시 부산진구 부암제3동,부산광역시,부산진구,0,부암3동,2623066000,1879,3042,3485,2642,2013,2601
부산광역시 부산진구 당감제1동,부산광역시,부산진구,0,당감1동,2623067000,2508,3708,4630,3974,3240,3612
부산광역시 부산진구 당감제2동,부산광역시,부산진구,0,당감2동,2623068000,1689,1523,1579,1548,1274,1470
부산광역시 부산진구 당감제4동,부산광역시,부산진구,0,당감4동,2623070000,1470,1872,2332,1815,1478,1596
부산광역시 부산진구 가야제1동,부산광역시,부산진구,0,가야1동,2623071000,2376,2830,3556,3312,2708,3711
부산광역시 부산진구 가야제2동,부산광역시,부산진구,0,가야2동,2623072000,1924,2348,2903,2885,2287,2465
부산광역시 부산진구 개금제1동,부산광역시,부산진구,0,개금1동,2623074000,2794,2468,2582,2060,1659,3592
부산광역시 부산진구 개금제2동,부산광역시,부산진구,0,개금2동,2623075000,1269,1668,2020,1852,1633,1876
부산광역시 부산진구 개금제3동,부산광역시,부산진구,0,개금3동,2623076000,3591,4373,5633,4773,3255,4528
부산광역시 부산진구 범천제1동,부산광역시,부산진구,0,범천1동,2623077000,2066,1547,1754,1647,1420,2400
부산광역시 부산진구 범천제2동,부산광역시,부산진구,0,범천2동,2623078000,3038,2686,3145,3487,2923,2607
부산광역시 동래구 온천제1동,부산광역시,동래구,0,온천1동,2626055000,3138,3061,2985,2560,2377,3137
부산광역시 동래구 온천제2동,부산광역시,동래구,0,온천2동,2626056000,1512,2215,2620,2501,2413,2180
부산광역시 동래구 온천제3동,부산광역시,동래구,0,온천3동,2626057000,5275,5628,6668,5675,4081,6400
부산광역시 동래구 사직제1동,부산광역시,동래구,0,사직1동,2626058000,1437,1788,1723,1422,1297,1571
부산광역시 동래구 사직제2동,부산광역시,동래구,0,사직2동,2626059000,3042,5757,4721,3153,1987,4213
부산광역시 동래구 사직제3동,부산광역시,동래구,0,사직3동,2626060000,2024,2912,2601,2485,2081,2104
부산광역시 동래구 안락제1동,부산광역시,동래구,0,안락1동,2626074000,1738,2139,2650,2764,2144,2069
부산광역시 동래구 안락제2동,부산광역시,동래구,0,안락2동,2626075000,3351,4585,4971,4412,2917,4051
부산광역시 동래구 명장제1동,부산광역시,동래구,0,명장1동,2626076100,1903,2036,2558,2599,1843,2020
부산광역시 동래구 명장제2동,부산광역시,동래구,0,명장2동,2626076200,1952,1931,2815,2882,1828,2278
부산광역시 남구 대연제1동,부산광역시,남구,0,대연1동,2629051000,1956,2132,2320,2406,2281,3882
부산광역시 남구 대연제3동,부산광역시,남구,0,대연3동,2629053000,4503,5735,4725,3331,2687,7003
부산광역시 남구 대연제4동,부산광역시,남구,0,대연4동,2629054000,1901,1880,1962,1971,1922,1537
부산광역시 남구 대연제5동,부산광역시,남구,0,대연5동,2629055000,2171,2697,2490,2392,2188,2998
부산광역시 남구 대연제6동,부산광역시,남구,0,대연6동,2629056000,2409,2697,2303,1862,1479,2162
부산광역시 남구 용호제1동,부산광역시,남구,0,용호1동,2629057000,4507,8082,7898,6100,4916,6341
부산광역시 남구 용호제2동,부산광역시,남구,0,용호2동,2629058000,1976,2982,2805,2749,2081,2127
부산광역시 남구 용호제3동,부산광역시,남구,0,용호3동,2629059000,1216,1690,2285,2463,2107,1738
부산광역시 남구 용호제4동,부산광역시,남구,0,용호4동,2629060000,1136,1386,1366,1583,1195,1113
부산광역시 남구 감만제1동,부산광역시,남구,0,감만1동,2629062000,1556,2107,2468,2601,2243,1882
부산광역시 남구 감만제2동,부산광역시,남구,0,감만2동,2629063000,741,1094,1232,1300,1324,858
