행정구역,시도,시군구,행정구,읍면동,행정구역코드,age_20,age_30,age_40,age_50,age_60,age_70
부산광역시 기장군 장안읍,부산광역시,기장군,0,장안읍,2671025300,1085,1018,1619,1610,1562,1184
부산광역시 기장군 정관읍,부산광역시,기장군,0,정관읍,2671025600,14687,17999,8168,6668,5050,8279
부산광역시 기장군 일광면,부산광역시,기장군,0,일광면,2671031000,2236,1867,1900,1982,1826,1391
부산광역시 기장군 철마면,부산광역시,기장군,0,철마면,2671033000,765,1049,1472,1710,1557,907
대구광역시 중구 동인동,대구광역시,중구,0,동인동,2711051700,1205,1203,1394,1305,1530,1672
대구광역시 중구 삼덕동,대구광역시,중구,0,삼덕동,2711054500,1239,914,701,581,587,1847
대구광역시 중구 성내1동,대구광역시,중구,0,성내1동,2711056500,756,575,632,575,684,1424
대구광역시 중구 성내2동,대구광역시,중구,0,성내2동,2711057500,536,528,760,800,844,884
대구광역시 중구 성내3동,대구광역시,중구,0,성내3동,2711058500,1066,705,755,662,603,730
대구광역시 중구 대신동,대구광역시,중구,0,대신동,2711059500,1472,1177,1266,1038,979,997
대구광역시 중구 남산1동,대구광역시,중구,0,남산1동,2711064000,676,681,852,705,822,972
대구광역시 중구 남산2동,대구광역시,중구,0,남산2동,2711065000,383,490,568,491,639,586
대구광역시 중구 남산3동,대구광역시,중구,0,남산3동,2711066000,1019,1146,1098,965,1030,858
대구광역시 중구 남산4동,대구광역시,중구,0,남산4동,2711067000,1462,1977,1827,1680,1758,1616
대구광역시 중구 대봉1동,대구광역시,중구,0,대봉1동,2711068000,957,1180,1201,949,1211,1134
대구광역시 중구 대봉2동,대구광역시,중구,0,대봉2동,2711069000,220,386,425,417,578,307
대구광역시 동구 신암1동,대구광역시,동구,0,신암1동,2714051000,739,1009,1436,1434,1669,1015
대구광역시 동구 신암2동,대구광역시,동구,0,신암2동,2714052000,1605,1951,1642,1509,1555,1270
대구광역시 동구 신암3동,대구광역시,동구,0,신암3동,2714053000,1308,1231,1433,1381,1272,1150
대구광역시 동구 신암4동,대구광역시,동구,0,신암4동,2714054000,1568,1873,2689,2341,1918,2134
대구광역시 동구 신암5동,대구광역시,동구,0,신암5동,2714054100,591,889,1273,1246,1193,940
대구광역시 동구 신천1.2동,대구광역시,동구,0,신천1·2동,2714055500,1648,2013,2226,2061,2181,1778
대구광역시 동구 신천3동,대구광역시,동구,0,신천3동,2714057000,1679,2001,2245,1606,1480,1958
대구광역시 동구 신천4동,대구광역시,동구,0,신천4동,2714058000,1080,1029,1358,1260,1101,1439
대구광역시 동구 효목1동,대구광역시,동구,0,효목1동,2714059000,1471,1806,2704,2608,2499,2166
대구광역시 동구 효목2동,대구광역시,동구,0,효목2동,2714060000,1745,2184,2609,2551,2227,2215
대구광역시 동구 도평동,대구광역시,동구,0,도평동,2714061500,474,524,752,700,694,699
대구광역시 동구 불로.봉무동,대구광역시,동구,0,불로·봉무동,2714062000,3670,4669,4286,3384,2470,3566
대구광역시 동구 지저동,대구광역시,동구,0,지저동,2714064000,1034,1298,2132,1914,1564,1576
대구광역시 동구 동촌동,대구광역시,동구,0,동촌동,2714065500,2004,2088,3094,2698,2258,2469
대구광역시 동구 방촌동,대구광역시,동구,0,방촌동,2714067000,1884,2418,3673,3151,2747,2906
대구광역시 동구 해안동,대구광역시,동구,0,해안동,2714068500,1725,2039,2928,2707,2422,2226
대구광역시 동구 안심1동,대구광역시,동구,0,안심1동,2714072000,6123,6977,7223,5999,4729,6261
대구광역시 동구 안심2동,대구광역시,동구,0,안심2동,2714073000,1200,1338,2058,1753,1506,1496
대구광역시 동구 안심3.4동,대구광역시,동구,0,안심3·4동,2714074500,12238,12447,9123,6754,5255,9463
대구광역시 동구 공산동,대구광역시,동구,0,공산동,2714076000,1325,2133,2844,2698,2917,1853
대구광역시 서구 내당1동,대구광역시,서구,0,내당1동,2717051000,1012,1107,1730,1539,1200,1532
대구광역시 서구 내당2.3동,대구광역시,서구,0,내당2·3동,2717052500,1006,1360,2078,1934,1798,1505
대구광역시 서구 내당4동,대구광역시,서구,0,내당4동,2717054000,2040,2362,3257,2805,2200,2829
대구광역시 서구 비산1동,대구광역시,서구,0,비산1동,2717055000,933,1409,2155,1753,1569,1356
대구광역시 서구 비산2.3동,대구광역시,서구,0,비산2·3동,2717056500,831,1219,1979,1876,2002,1254
대구광역시 서구 비산4동,대구광역시,서구,0,비산4동,2717058000,1020,1355,2093,1845,1515,1546
대구광역시 서구 비산5동,대구광역시,서구,0,비산5동,2717059000,629,830,1323,1262,1170,845
대구광역시 서구 비산6동,대구광역시,서구,0,비산6동,2717060000,739,1074,1719,1423,1186,1220
대구광역시 서구 비산7동,대구광역시,서구,0,비산7동,2717061000,1047,1498,2483,2017,1645,1514
대구광역시 서구 평리1동,대구광역시,서구,0,평리1동,2717062000,772,1062,1687,1428,1228,1224
대구광역시 서구 평리2동,대구광역시,서구,0,평리2동,2717063000,1021,1253,1547,1307,964,1099
대구광역시 서구 평리3동,대구광역시,서구,0,평리3동,2717064000,1053,1431,2300,1825,1402,1552
대구광역시 서구 평리4동,대구광역시,서구,0,평리4동,2717065000,2446,2624,3551,2833,1972,2704
대구광역시 서구 평리5동,대구광역시,서구,0,평리5동,2717066000,211,274,444,409,271,285
대구광역시 서구 평리6동,대구광역시,서구,0,평리6동,2717066100,493,732,1209,1065,765,772
대구광역시 서구 상중이동,대구광역시,서구,0,상중이동,2717067500,2345,3072,4076,3323,2147,3182
대구광역시 서구 원대동,대구광역시,서구,0,원대동,2717069500,757,1131,1690,1427,1352,1156
대구광역시 남구 이천동,대구광역시,남구,0,이천동,2720051500,1406,2052,2016,1766,2261,1531
대구광역시 남구 봉덕1동,대구광역시,남구,0,봉덕1동,2720053000,1179,1389,1677,1476,1519,1296
대구광역시 남구 봉덕2동,대구광역시,남구,0,봉덕2동,2720054000,1159,1503,1863,1842,1869,1324
대구광역시 남구 봉덕3동,대구광역시,남구,0,봉덕3동,2720055000,1940,2634,2979,2725,2634,2427
대구광역시 남구 대명1동,대구광역시,남구,0,대명1동,2720056000,1455,1682,2040,1818,1596,1949
대구광역시 남구 대명2동,대구광역시,남구,0,대명2동,2720057100,1392,1538,1877,1726,1830,2252
대구광역시 남구 대명3동,대구광역시,남구,0,대명3동,2720058600,1202,1550,2066,1955,1876,1670
대구광역시 남구 대명4동,대구광역시,남구,0,대명4동,2720059000,1253,1463,2061,2032,1732,1834
대구광역시 남구 대명5동,대구광역시,남구,0,대명5동,2720060000,970,1040,1355,1233,1312,1699
대구광역시 남구 대명6동,대구광역시,남구,0,대명6동,2720061000,1384,1432,1565,1413,1300,1545
대구광역시 남구 대명9동,대구광역시,남구,0,대명9동,2720064000,2210,2339,2743,2329,2219,2669
대구광역시 남구 대명10동,대구광역시,남구,0,대명10동,2720065000,1147,1225,1648,1620,1504,1529
대구광역시 남구 대명11동,대구광역시,남구,0,대명11동,2720066000,959,1072,1610,1652,1468,1119
대구광역시 북구 고성동,대구광역시,북구,0,고성동,2723051000,387,514,792,770,776,564
대구광역시 북구 칠성동,대구광역시,북구,0,칠성동,2723052600,3825,4061,3351,2581,2498,3185
대구광역시 북구 침산1동,대구광역시,북구,0,침산1동,2723055000,458,508,959,866,607,577
대구광역시 북구 침산2동,대구광역시,북구,0,침산2동,2723056000,3013,3717,2794,1846,1506,2601
대구광역시 북구 침산3동,대구광역시,북구,0,침산3동,2723057000,2534,3626,3511,2335,2107,3062
대구광역시 북구 산격1동,대구광역시,북구,0,산격1동,2723061000,795,1216,1998,2010,1886,1290
대구광역시 북구 산격2동,대구광역시,북구,0,산격2동,2723062000,1204,1594,2377,1641,1281,2020
대구광역시 북구 산격3동,대구광역시,북구,0,산격3동,2723063000,1124,1116,1335,1195,1107,2468
대구광역시 북구 산격4동,대구광역시,북구,0,산격4동,2723063100,1047,1089,1660,1552,1309,1428
대구광역시 북구 대현동,대구광역시,북구,0,대현동,2723064500,2366,2737,3044,2680,2632,3033
대구광역시 북구 복현1동,대구광역시,북구,0,복현1동,2723067100,986,863,1217,975,704,2238
대구광역시 북구 복현2동,대구광역시,북구,0,복현2동,2723067200,3420,4542,5063,3345,2248,4836
대구광역시 북구 검단동,대구광역시,북구,0,검단동,2723068000,884,954,1305,1245,994,935
대구광역시 북구 무태조야동,대구광역시,북구,0,무태조야동,2723069500,3628,5998,4725,3328,2420,3915
대구광역시 북구 관문동,대구광역시,북구,0,관문동,2723071500,6843,6435,6003,4029,2569,4841
대구광역시 북구 태전1동,대구광역시,북구,0,태전1동,2723072500,2743,3338,4271,2891,2226,4292
대구광역시 북구 태전2동,대구광역시,북구,0,태전2동,2723073500,2875,4118,4783,3058,2243,4442
대구광역시 북구 구암동,대구광역시,북구,0,구암동,2723074500,3709,7289,7124,3051,2368,6746
대구광역시 북구 관음동,대구광역시,북구,0,관음동,2723075000,1718,2699,3605,2444,1722,2974
대구광역시 북구 읍내동,대구광역시,북구,0,읍내동,2723077000,3184,4059,5533,3293,2422,5122
대구광역시 북구 동천동,대구광역시,북구,0,동천동,2723078000,2990,6403,5246,1817,1726,5299
대구광역시 북구 노원동,대구광역시,북구,0,노원동,2723079000,1698,1729,2539,2198,1641,1697
대구광역시 북구 국우동,대구광역시,북구,0,국우동,2723080000,3018,4901,4093,1738,1601,4103
대구광역시 수성구 범어1동,대구광역시,수성구,0,범어1동,2726051000,1629,3040,2910,1711,1718,2569
대구광역시 수성구 범어2동,대구광역시,수성구,0,범어2동,2726052000,2002,2597,2633,1721,1415,2800
대구광역시 수성구 범어3동,대구광역시,수성구,0,범어3동,2726053000,2226,3273,2560,1229,1092,2597
대구광역시 수성구 범어4동,대구광역시,수성구,0,범어4동,2726054000,1318,4694,2695,1310,1244,2601
대구광역시 수성구 만촌1동,대구광역시,수성구,0,만촌1동,2726055000,2485,3862,4138,2928,2642,3699
대구광역시 수성구 만촌2동,대구광역시,수성구,0,만촌2동,2726056000,1223,1802,2172,1505,1308,2279
대구광역시 수성구 만촌3동,대구광역시,수성구,0,만촌3동,2726056100,1526,4661,3322,1646,1504,3306
대구광역시 수성구 수성1가동,대구광역시,수성구,0,수성1가동,2726057000,1731,3295,3201,2287,2598,2842
대구광역시 수성구 수성2.3가동,대구광역시,수성구,0,수성2·3가동,2726058000,1252,2530,1801,1352,1224,1600
대구광역시 수성구 수성4가동,대구광역시,수성구,0,수성4가동,2726059000,1600,2350,2978,2083,1957,2609
대구광역시 수성구 황금1동,대구광역시,수성구,0,황금1동,2726060100,2095,5017,4192,2352,1817,3696
대구광역시 수성구 황금2동,대구광역시,수성구,0,황금2동,2726060200,1428,1824,1971,1501,1392,2044
대구광역시 수성구 중동,대구광역시,수성구,0,중동,2726061000,1456,1823,1952,1654,1544,1622
대구광역시 수성구 상동,대구광역시,수성구,0,상동,2726062000,2114,2561,2923,2519,2268,2421
대구광역시 수성구 파동,대구광역시,수성구,0,파동,2726063000,1699,1987,2129,2145,1959,1552
대구광역시 수성구 두산동,대구광역시,수성구,0,두산동,2726064000,1891,2374,2705,1757,1168,2561
대구광역시 수성구 지산1동,대구광역시,수성구,0,지산1동,2726065100,2381,3394,4310,3356,3083,3980
대구광역시 수성구 지산2동,대구광역시,수성구,0,지산2동,2726065200,2051,2979,3722,2861,2282,3138
대구광역시 수성구 범물1동,대구광역시,수성구,0,범물1동,2726066100,996,1430,2301,2345,2249,1719
대구광역시 수성구 범물2동,대구광역시,수성구,0,범물2동,2726066200,1588,2677,2905,2331,1427,2428
대구광역시 수성구 고산1동,대구광역시,수성구,0,고산1동,2726067000,2905,5861,5936,3147,2383,5658
대구광역시 수성구 고산2동,대구광역시,수성구,0,고산2동,2726068000,2981,4765,5142,3256,2560,4745
대구광역시 수성구 고산3동,대구광역시,수성구,0,고산3동,2726069000,3627,5945,6739,3418,2857,6124
대구광역시 달서구 성당동,대구광역시,달서구,0,성당동,2729051500,2977,3729,4337,3729,2825,3610
대구광역시 달서구 두류1.2동,대구광역시,달서구,0,두류1·2동,2729053500,2034,2014,2823,2520,2259,2691
대구광역시 달서구 두류3동,대구광역시,달서구,0,두류3동,2729055000,1016,1207,1616,1402,1380,1542
대구광역시 달서구 감삼동,대구광역시,달서구,0,감삼동,2729055500,3882,4274,5299,3535,2150,4979
대구광역시 달서구 죽전동,대구광역시,달서구,0,죽전동,2729056300,1840,2105,3067,2168,1351,2776
대구광역시 달서구 장기동,대구광역시,달서구,0,장기동,2729056800,2327,2878,3376,2123,1315,3018
대구광역시 달서구 용산1동,대구광역시,달서구,0,용산1동,2729057100,3458,5519,6696,3244,2107,6162
대구광역시 달서구 용산2동,대구광역시,달서구,0,용산2동,2729057200,3465,4882,6550,3123,1965,5711
대구광역시 달서구 이곡1동,대구광역시,달서구,0,이곡1동,2729057600,2581,3933,5292,2338,1541,4963
대구광역시 달서구 이곡2동,대구광역시,달서구,0,이곡2동,2729057700,2175,2479,3626,2374,1218,2982
대구광역시 달서구 신당동,대구광역시,달서구,0,신당동,2729058500,3638,4847,6497,3495,2728,7338
대구광역시 달서구 본리동,대구광역시,달서구,0,본리동,2729059000,3065,3980,3967,2610,1458,3236
대구광역시 달서구 월성1동,대구광역시,달서구,0,월성1동,2729060100,4912,10820,5794,2796,1900,5746
대구광역시 달서구 월성2동,대구광역시,달서구,0,월성2동,2729060200,1406,2380,3158,3096,3037,2252
대구광역시 달서구 진천동,대구광역시,달서구,0,진천동,2729061500,11999,13713,11890,7646,5066,11199
대구광역시 달서구 상인1동,대구광역시,달서구,0,상인1동,2729062400,4305,6662,7459,4804,3209,6832
대구광역시 달서구 상인2동,대구광역시,달서구,0,상인2동,2729062500,2934,2699,4075,2965,1889,4154
대구광역시 달서구 상인3동,대구광역시,달서구,0,상인3동,2729062600,1212,1314,2369,2519,1916,1518
대구광역시 달서구 도원동,대구광역시,달서구,0,도원동,2729062800,4088,5428,7572,5184,3267,6264
대구광역시 달서구 송현1동,대구광역시,달서구,0,송현1동,2729063000,2361,2802,3911,3197,2487,3343
대구광역시 달서구 송현2동,대구광역시,달서구,0,송현2동,2729064000,2033,2494,3604,3308,2708,2977
대구광역시 달서구 본동,대구광역시,달서구,0,본동,2729065000,1602,2042,2639,2145,1591,2030
대구광역시 달성군 화원읍,대구광역시,달성군,0,화원읍,2771025000,5479,7480,9939,6651,4583,7831
대구광역시 달성군 논공읍,대구광역시,달성군,0,논공읍,2771025300,2036,3302,3949,2258,1764,2929
대구광역시 달성군 다사읍,대구광역시,달성군,0,다사읍,2771025600,16798,16260,12856,7649,4563,11721
대구광역시 달성군 유가읍,대구광역시,달성군,0,유가읍,2771025900,6730,5706,2883,2089,1207,2949
대구광역시 달성군 옥포읍,대구광역시,달성군,0,옥포읍,2771026200,3947,3412,4292,3433,2362,3020
대구광역시 달성군 현풍읍,대구광역시,달성군,0,현풍읍,2771026500,4616,3670,3256,2460,2003,3566
대구광역시 달성군 가창면,대구광역시,달성군,0,가창면,2771031000,692,995,1392,1611,1708,829
대구광역시 달성군 하빈면,대구광역시,달성군,0,하빈면,2771033000,283,344,864,820,877,343
대구광역시 달성군 구지면,대구광역시,달성군,0,구지면,2771038000,1960,1420,1214,1038,1159,1023
인천광역시 중구 연안동,인천광역시,중구,0,연안동,2811052000,655,925,1357,1245,996,766
인천광역시 중구 신포동,인천광역시,중구,0,신포동,2811053000,508,838,906,834,989,632
인천광역시 중구 신흥동,인천광역시,중구,0,신흥동,2811054000,1697,2094,2292,1923,1713,1890
인천광역시 중구 도원동,인천광역시,중구,0,도원동,2811056000,421,602,748,725,744,520
인천광역시 중구 율목동,인천광역시,중구,0,율목동,2811057000,330,500,660,628,632,459
인천광역시 중구 동인천동,인천광역시,중구,0,동인천동,2811058500,700,803,1156,1084,1130,743
인천광역시 중구 북성동,인천광역시,중구,0,북성동,2811060000,268,409,545,558,620,353
인천광역시 중구 송월동,인천광역시,중구,0,송월동,2811061000,457,635,866,778,775,596
인천광역시 중구 영종동,인천광역시,중구,0,영종동,2811062000,2224,2540,2671,2143,1452,2415
인천광역시 중구 영종1동,인천광역시,중구,0,영종1동,2811062200,9016,8926,4235,2649,1752,4597
인천광역시 중구 운서동,인천광역시,중구,0,운서동,2811062800,4484,5491,3457,1624,1602,8363
인천광역시 중구 용유동,인천광역시,중구,0,용유동,2811063000,305,526,958,1047,846,320
인천광역시 동구 만석동,인천광역시,동구,0,만석동,2814051000,872,1279,1216,989,976,922
인천광역시 동구 화수1.화평동,인천광역시,동구,0,화수1·화평동,2814052500,616,962,1089,1080,1114,883
인천광역시 동구 화수2동,인천광역시,동구,0,화수2동,2814053000,835,1294,1326,1320,1392,1009
인천광역시 동구 송현1.2동,인천광역시,동구,0,송현1·2동,2814055500,1529,1854,1637,1496,1275,1468
인천광역시 동구 송현3동,인천광역시,동구,0,송현3동,2814057000,372,559,712,697,704,501
인천광역시 동구 송림1동,인천광역시,동구,0,송림1동,2814058000,191,266,262,295,320,202
인천광역시 동구 송림2동,인천광역시,동구,0,송림2동,2814059000,252,385,538,620,733,319
인천광역시 동구 송림3.5동,인천광역시,동구,0,송림3·5동,2814060500,998,1408,1310,1223,1233,1032
인천광역시 동구 송림4동,인천광역시,동구,0,송림4동,2814061000,538,744,733,534,389,569
인천광역시 동구 송림6동,인천광역시,동구,0,송림6동,2814063000,952,1170,1065,954,905,761
인천광역시 동구 금창동,인천광역시,동구,0,금창동,2814064000,278,437,466,596,720,379
인천광역시 미추홀구 숭의2동,인천광역시,미추홀구,0,숭의2동,2817751000,2200,2165,2380,2000,1785,2128
인천광역시 미추홀구 숭의1.3동,인천광역시,미추홀구,0,숭의1·3동,2817752000,2374,2036,2234,1787,1614,2287
인천광역시 미추홀구 숭의4동,인천광역시,미추홀구,0,숭의4동,2817753000,2320,2575,2837,2432,2327,2502
인천광역시 미추홀구 용현1.4동,인천광역시,미추홀구,0,용현1·4동,2817754000,1879,2184,2698,2490,2552,4128
인천광역시 미추홀구 용현2동,인천광역시,미추홀구,0,용현2동,2817755000,2913,2703,2717,2287,1978,3113
인천광역시 미추홀구 용현3동,인천광역시,미추홀구,0,용현3동,2817756000,872,1058,1346,1398,1418,972
인천광역시 미추홀구 용현5동,인천광역시,미추홀구,0,용현5동,2817757000,6520,8448,7732,5074,3837,7402
인천광역시 미추홀구 학익1동,인천광역시,미추홀구,0,학익1동,2817758000,3547,5723,5681,3973,3053,5128
인천광역시 미추홀구 학익2동,인천광역시,미추홀구,0,학익2동,2817759000,2373,3127,3424,2612,2330,2972
인천광역시 미추홀구 도화1동,인천광역시,미추홀구,0,도화1동,2817760000,3851,3675,3829,3028,2673,3834
인천광역시 미추홀구 도화2.3동,인천광역시,미추홀구,0,도화2·3동,2817761000,4324,4131,4357,3586,2717,3973
인천광역시 미추홀구 주안1동,인천광역시,미추홀구,0,주안1동,2817762000,4455,3113,3116,2042,1315,4618
인천광역시 미추홀구 주안2동,인천광역시,미추홀구,0,주안2동,2817763000,2284,2644,3177,2930,2647,2629
인천광역시 미추홀구 주안3동,인천광역시,미추홀구,0,주안3동,2817764000,1028,1444,1549,1375,1256,1304
인천광역시 미추홀구 주안4동,인천광역시,미추홀구,0,주안4동,2817765000,1698,1980,2522,2589,2444,1982
인천광역시 미추홀구 주안5동,인천광역시,미추홀구,0,주안5동,2817766000,2456,2722,3197,2527,2158,2940
인천광역시 미추홀구 주안6동,인천광역시,미추홀구,0,주안6동,2817767000,3805,3961,3465,2717,2154,3239
인천광역시 미추홀구 주안7동,인천광역시,미추홀구,0,주안7동,2817768000,1509,2036,2405,2143,1891,1879
인천광역시 미추홀구 주안8동,인천광역시,미추홀구,0,주안8동,2817769000,2715,3468,4076,2959,2271,3467
인천광역시 미추홀구 관교동,인천광역시,미추홀구,0,관교동,2817770000,2046,2314,2853,2270,1644,2538
인천광역시 미추홀구 문학동,인천광역시,미추홀구,0,문학동,2817771000,1913,2802,2498,1539,1126,2187
인천광역시 연수구 옥련1동,인천광역시,연수구,0,옥련1동,2818563000,2461,3281,3866,2281,1959,3349
인천광역시 연수구 옥련2동,인천광역시,연수구,0,옥련2동,2818564000,2585,3484,4108,2308,1781,3690
인천광역시 연수구 선학동,인천광역시,연수구,0,선학동,2818575000,2423,2386,3618,2734,1854,3038
인천광역시 연수구 연수1동,인천광역시,연수구,0,연수1동,2818576100,2813,3493,4170,2468,1699,3859
인천광역시 연수구 연수2동,인천광역시,연수구,0,연수2동,2818576200,3335,3201,4095,2626,1903,4005
인천광역시 연수구 연수3동,인천광역시,연수구,0,연수3동,2818576300,2429,2393,3179,2327,1975,2752
인천광역시 연수구 청학동,인천광역시,연수구,0,청학동,2818576600,3170,3929,5378,3617,2662,4159
인천광역시 연수구 동춘1동,인천광역시,연수구,0,동춘1동,2818578000,4005,4338,4777,2624,1468,4464
인천광역시 연수구 동춘2동,인천광역시,연수구,0,동춘2동,2818579000,2662,3177,3610,1998,1254,3323
인천광역시 연수구 동춘3동,인천광역시,연수구,0,동춘3동,2818579500,1892,3511,3410,1832,1305,3281
인천광역시 연수구 송도1동,인천광역시,연수구,0,송도1동,2818582000,4259,6713,6168,3144,1778,7091
인천광역시 연수구 송도2동,인천광역시,연수구,0,송도2동,2818583000,4614,8570,5350,2072,1187,4818
인천광역시 연수구 송도3동,인천광역시,연수구,0,송도3동,2818584000,9666,9808,5783,2593,1383,7038
인천광역시 연수구 송도4동,인천광역시,연수구,0,송도4동,2818585000,8782,7619,4923,2250,958,5185
인천광역시 남동구 구월1동,인천광역시,남동구,0,구월1동,2820051000,5135,5613,5202,3483,2221,4901
인천광역시 남동구 구월2동,인천광역시,남동구,0,구월2동,2820052000,4790,6854,5874,3852,2453,5381
인천광역시 남동구 구월3동,인천광역시,남동구,0,구월3동,2820052100,5507,4510,4349,2772,1870,6853
인천광역시 남동구 구월4동,인천광역시,남동구,0,구월4동,2820052200,1839,2438,3199,2212,1850,2543
인천광역시 남동구 간석1동,인천광역시,남동구,0,간석1동,2820053000,3427,3623,4174,3163,2701,3786
인천광역시 남동구 간석2동,인천광역시,남동구,0,간석2동,2820054000,2937,3952,3803,2856,2088,3444
인천광역시 남동구 간석3동,인천광역시,남동구,0,간석3동,2820055000,4038,4476,5508,3900,2875,4802
인천광역시 남동구 간석4동,인천광역시,남동구,0,간석4동,2820055100,4256,4589,5318,3792,2609,4974
인천광역시 남동구 만수1동,인천광역시,남동구,0,만수1동,2820056000,1982,2354,3123,2450,2255,2354
인천광역시 남동구 만수2동,인천광역시,남동구,0,만수2동,2820057000,3270,4291,4442,3280,2128,3992
인천광역시 남동구 만수3동,인천광역시,남동구,0,만수3동,2820058000,2412,2915,3365,2355,1592,2961
인천광역시 남동구 만수4동,인천광역시,남동구,0,만수4동,2820058100,2982,3462,3928,2930,2043,3502
인천광역시 남동구 만수5동,인천광역시,남동구,0,만수5동,2820058200,1992,2236,3199,2631,1934,2603
인천광역시 남동구 만수6동,인천광역시,남동구,0,만수6동,2820058300,3048,3939,4993,3282,2476,4212
인천광역시 남동구 장수서창동,인천광역시,남동구,0,장수서창동,2820065000,2613,3562,3534,2782,1762,2948
인천광역시 남동구 서창2동,인천광역시,남동구,0,서창2동,2820065500,8130,7128,4953,3749,2080,4574
인천광역시 남동구 남촌도림동,인천광역시,남동구,0,남촌도림동,2820066000,2433,3556,4407,2876,2032,3500
인천광역시 남동구 논현1동,인천광역시,남동구,0,논현1동,2820069000,4772,5947,5526,3295,2172,5145
인천광역시 남동구 논현2동,인천광역시,남동구,0,논현2동,2820070000,4790,5843,5585,3462,2775,5528
인천광역시 남동구 논현고잔동,인천광역시,남동구,0,논현고잔동,2820071000,5723,8956,6568,3337,2031,6031
인천광역시 부평구 부평1동,인천광역시,부평구,0,부평1동,2823751000,6241,5855,6140,4447,3352,7061
인천광역시 부평구 부평2동,인천광역시,부평구,0,부평2동,2823752000,2741,2874,3401,2499,2052,3038
인천광역시 부평구 부평3동,인천광역시,부평구,0,부평3동,2823753000,1756,1929,2468,2040,1758,1965
인천광역시 부평구 부평4동,인천광역시,부평구,0,부평4동,2823754000,6869,5740,6227,4178,3082,6512
인천광역시 부평구 부평5동,인천광역시,부평구,0,부평5동,2823755000,6436,5488,5546,3513,2590,5838
인천광역시 부평구 부평6동,인천광역시,부평구,0,부평6동,2823756000,2316,2177,2546,2038,1584,2366
인천광역시 부평구 산곡1동,인천광역시,부평구,0,산곡1동,2823757000,1462,1871,2699,2190,1703,2044
인천광역시 부평구 산곡2동,인천광역시,부평구,0,산곡2동,2823758000,4041,5638,5891,3539,2358,5226
인천광역시 부평구 산곡3동,인천광역시,부평구,0,산곡3동,2823758100,2548,3308,4247,3352,3020,3537
인천광역시 부평구 산곡4동,인천광역시,부평구,0,산곡4동,2823758200,2240,2941,3462,2290,1579,3271
인천광역시 부평구 청천1동,인천광역시,부평구,0,청천1동,2823759100,881,1149,1565,1092,755,1094
인천광역시 부평구 청천2동,인천광역시,부평구,0,청천2동,2823759200,5231,5346,6579,4217,2810,5738
인천광역시 부평구 갈산1동,인천광역시,부평구,0,갈산1동,2823764100,2317,2516,3412,2270,1518,2999
인천광역시 부평구 갈산2동,인천광역시,부평구,0,갈산2동,2823764200,2961,2619,3746,2935,2018,3075
인천광역시 부평구 삼산1동,인천광역시,부평구,0,삼산1동,2823764600,4282,5966,6670,3916,3008,5928
인천광역시 부평구 삼산2동,인천광역시,부평구,0,삼산2동,2823764800,3239,6086,5232,2642,1846,4779
인천광역시 부평구 부개1동,인천광역시,부평구,0,부개1동,2823765000,2207,2501,3107,2757,2155,2573
인천광역시 부평구 부개2동,인천광역시,부평구,0,부개2동,2823766000,2358,2852,3303,2280,1686,2958
인천광역시 부평구 부개3동,인천광역시,부평구,0,부개3동,2823766100,4160,5552,6494,3437,2448,6032
인천광역시 부평구 일신동,인천광역시,부평구,0,일신동,2823767000,1940,1914,2292,1898,1198,1970
인천광역시 부평구 십정1동,인천광역시,부평구,0,십정1동,2823768000,1523,2019,2573,1970,1520,1923
인천광역시 부평구 십정2동,인천광역시,부평구,0,십정2동,2823769000,3138,3670,4986,3669,2602,3691
인천광역시 계양구 효성1동,인천광역시,계양구,0,효성1동,2824560100,2972,3849,5454,3576,2355,4422
인천광역시 계양구 효성2동,인천광역시,계양구,0,효성2동,2824560200,3814,4687,6272,3969,2357,5170
인천광역시 계양구 계산1동,인천광역시,계양구,0,계산1동,2824561100,2658,2925,4506,2993,1891,3604
인천광역시 계양구 계산2동,인천광역시,계양구,0,계산2동,2824561200,2005,2179,3535,2470,1505,2889
인천광역시 계양구 계산3동,인천광역시,계양구,0,계산3동,2824561300,2906,2898,4565,2443,1230,4031
인천광역시 계양구 계산4동,인천광역시,계양구,0,계산4동,2824561400,2731,4120,5374,2100,1182,4826
인천광역시 계양구 작전1동,인천광역시,계양구,0,작전1동,2824562100,3793,4632,5903,3476,2021,5228
인천광역시 계양구 작전2동,인천광역시,계양구,0,작전2동,2824562200,2681,2696,4176,2913,1882,3385
인천광역시 계양구 작전서운동,인천광역시,계양구,0,작전서운동,2824564000,3963,5438,6445,2852,1991,5736
인천광역시 계양구 계양1동,인천광역시,계양구,0,계양1동,2824571000,2818,3361,4328,2665,1947,3632
인천광역시 계양구 계양2동,인천광역시,계양구,0,계양2동,2824572000,4621,5528,7274,4104,3229,6264
인천광역시 계양구 계양3동,인천광역시,계양구,0,계양3동,2824573000,4202,5201,4003,2615,1651,3471
인천광역시 서구 검암경서동,인천광역시,서구,0,검암경서동,2826051500,8739,8559,6812,3780,2360,7574
인천광역시 서구 연희동,인천광역시,서구,0,연희동,2826053000,5144,6677,8870,4877,3487,7771
인천광역시 서구 청라1동,인천광역시,서구,0,청라1동,2826053600,6083,6457,3917,1755,977,4665
인천광역시 서구 청라2동,인천광역시,서구,0,청라2동,2826053700,8627,9880,6504,3256,1621,6910
