행정구역,시도,시군구,행정구,읍면동,행정구역코드,age_20,age_30,age_40,age_50,age_60,age_70
서울특별시 종로구 창신제1동,서울특별시,종로구,0,창신1동,1111067000,600,496,834,993,776,575
서울특별시 종로구 창신제2동,서울특별시,종로구,0,창신2동,1111068000,886,793,1654,1495,1225,1017
서울특별시 종로구 창신제3동,서울특별시,종로구,0,창신3동,1111069000,912,802,1168,1092,847,896
서울특별시 종로구 숭인제1동,서울특별시,종로구,0,숭인1동,1111070000,817,811,1087,995,861,793
서울특별시 종로구 숭인제2동,서울특별시,종로구,0,숭인2동,1111071000,1910,1030,1534,1404,1127,2594
서울특별시 중구 신당제5동,서울특별시,중구,0,신당5동,1114065000,1816,1410,1743,1481,1294,1573
서울특별시 용산구 원효로제1동,서울특별시,용산구,0,원효로1동,1117056000,4179,2655,2185,1805,1293,3057
서울특별시 용산구 원효로제2동,서울특별시,용산구,0,원효로2동,1117057000,2340,1934,2238,1860,1653,2101
서울특별시 용산구 이촌제1동,서울특별시,용산구,0,이촌1동,1117063000,2905,4181,4371,3115,3052,3031
서울특별시 용산구 이촌제2동,서울특별시,용산구,0,이촌2동,1117064000,1283,1117,1305,1280,1208,936
서울특별시 용산구 이태원제1동,서울특별시,용산구,0,이태원1동,1117065000,1153,797,908,1007,923,893
서울특별시 용산구 이태원제2동,서울특별시,용산구,0,이태원2동,1117066000,1670,1320,1242,1177,1333,1294
서울특별시 성동구 왕십리제2동,서울특별시,성동구,0,왕십리2동,1120052000,2815,2328,2615,2254,1792,2438
서울특별시 성동구 행당제1동,서울특별시,성동구,0,행당1동,1120056000,2246,2052,2167,1770,1516,2424
서울특별시 성동구 행당제2동,서울특별시,성동구,0,행당2동,1120057000,3450,3511,3969,3079,2808,2955
서울특별시 성동구 성수1가제1동,서울특별시,성동구,0,성수1가1동,1120065000,2841,2010,2755,2444,1459,2389
서울특별시 성동구 성수1가제2동,서울특별시,성동구,0,성수1가2동,1120066000,2315,1718,1842,1631,1335,1919
서울특별시 성동구 성수2가제1동,서울특별시,성동구,0,성수2가1동,1120067000,2415,1874,2536,2735,1863,2003
서울특별시 성동구 성수2가제3동,서울특별시,성동구,0,성수2가3동,1120069000,1839,1325,1572,1474,1267,1728
서울특별시 광진구 중곡제1동,서울특별시,광진구,0,중곡1동,1121574000,3064,1958,2314,2167,1745,2935
서울특별시 광진구 중곡제2동,서울특별시,광진구,0,중곡2동,1121575000,3635,2806,3314,3057,2311,3504
서울특별시 광진구 중곡제3동,서울특별시,광진구,0,중곡3동,1121576000,2720,2020,2656,2528,2022,2480
서울특별시 광진구 중곡제4동,서울특별시,광진구,0,중곡4동,1121577000,4045,3532,5070,4699,3640,4254
서울특별시 광진구 자양제1동,서울특별시,광진구,0,자양1동,1121582000,3802,3119,3392,3081,2492,4268
서울특별시 광진구 자양제2동,서울특별시,광진구,0,자양2동,1121583000,3726,3504,3918,3732,2732,3555
서울특별시 광진구 자양제3동,서울특별시,광진구,0,자양3동,1121584000,3839,4159,4554,3864,2993,3946
서울특별시 광진구 자양제4동,서울특별시,광진구,0,자양4동,1121584700,3397,2539,3152,3211,2669,3443
서울특별시 광진구 구의제1동,서울특별시,광진구,0,구의1동,1121585000,4532,3186,3489,2861,2275,5068
서울특별시 광진구 구의제2동,서울특별시,광진구,0,구의2동,1121586000,3593,3974,4471,3816,3084,3725
서울특별시 광진구 구의제3동,서울특별시,광진구,0,구의3동,1121587000,4471,4091,4654,3798,2932,4524
서울특별시 동대문구 전농제1동,서울특별시,동대문구,0,전농1동,1123056000,4627,4794,5411,4773,4071,5564
서울특별시 동대문구 전농제2동,서울특별시,동대문구,0,전농2동,1123057000,2087,2615,3153,2866,2639,2307
서울특별시 동대문구 답십리제1동,서울특별시,동대문구,0,답십리1동,1123060000,4793,4656,4053,3518,2839,4179
서울특별시 동대문구 답십리제2동,서울특별시,동대문구,0,답십리2동,1123061000,4229,3751,4570,4435,4006,3499
서울특별시 동대문구 장안제1동,서울특별시,동대문구,0,장안1동,1123065000,5944,6074,5775,5625,4582,5349
서울특별시 동대문구 장안제2동,서울특별시,동대문구,0,장안2동,1123066000,4725,5746,5046,4513,3636,4217
서울특별시 동대문구 휘경제1동,서울특별시,동대문구,0,휘경1동,1123072000,2050,1603,1897,1490,1516,4063
서울특별시 동대문구 휘경제2동,서울특별시,동대문구,0,휘경2동,1123073000,3055,3095,3582,2980,2859,6498
서울특별시 동대문구 이문제1동,서울특별시,동대문구,0,이문1동,1123074000,2051,1941,2480,2100,2336,5658
서울특별시 동대문구 이문제2동,서울특별시,동대문구,0,이문2동,1123075000,2286,2719,3348,2860,2907,2968
서울특별시 중랑구 면목제2동,서울특별시,중랑구,0,면목2동,1126052000,3384,3178,4420,4151,3277,3135
서울특별시 중랑구 면목제4동,서울특별시,중랑구,0,면목4동,1126054000,2453,2616,3212,2949,2770,2382
서울특별시 중랑구 면목제5동,서울특별시,중랑구,0,면목5동,1126055000,2383,2394,2360,2166,1585,1654
서울특별시 중랑구 면목제7동,서울특별시,중랑구,0,면목7동,1126057000,3285,2843,3545,3741,3016,2890
서울특별시 중랑구 면목제3.8동,서울특별시,중랑구,0,면목3·8동,1126057500,3563,3148,4327,4404,3499,3551
서울특별시 중랑구 상봉제1동,서울특별시,중랑구,0,상봉1동,1126058000,3402,3226,3929,3842,2658,3197
서울특별시 중랑구 상봉제2동,서울특별시,중랑구,0,상봉2동,1126059000,4762,2411,2878,2709,2057,4425
서울특별시 중랑구 중화제1동,서울특별시,중랑구,0,중화1동,1126060000,2928,2557,3000,3257,2548,2535
서울특별시 중랑구 중화제2동,서울특별시,중랑구,0,중화2동,1126061000,3533,3007,4253,4462,3419,3469
서울특별시 중랑구 묵제1동,서울특별시,중랑구,0,묵1동,1126062000,4546,5078,5529,4948,4250,5250
서울특별시 중랑구 묵제2동,서울특별시,중랑구,0,묵2동,1126063000,2658,2547,3117,3020,2542,2625
서울특별시 중랑구 망우제3동,서울특별시,중랑구,0,망우3동,1126066000,1956,1963,2994,3029,2355,2161
서울특별시 성북구 돈암제1동,서울특별시,성북구,0,돈암1동,1129058000,1849,1810,2600,2350,2057,2107
서울특별시 성북구 돈암제2동,서울특별시,성북구,0,돈암2동,1129059000,2736,3868,4370,3048,2553,3209
서울특별시 성북구 정릉제1동,서울특별시,성북구,0,정릉1동,1129062000,2315,2885,2895,2339,2289,2557
서울특별시 성북구 정릉제2동,서울특별시,성북구,0,정릉2동,1129063000,2987,3120,3844,3515,3216,3355
서울특별시 성북구 정릉제3동,서울특별시,성북구,0,정릉3동,1129064000,1777,1527,2278,2248,2373,3881
서울특별시 성북구 정릉제4동,서울특별시,성북구,0,정릉4동,1129065000,2846,3530,4247,3677,3504,3604
서울특별시 성북구 길음제1동,서울특별시,성북구,0,길음1동,1129066000,3628,7112,5885,3483,3313,4231
서울특별시 성북구 길음제2동,서울특별시,성북구,0,길음2동,1129068500,2771,3842,3683,2562,2063,2837
서울특별시 성북구 월곡제1동,서울특별시,성북구,0,월곡1동,1129071500,3189,4079,4344,3677,3427,3279
서울특별시 성북구 월곡제2동,서울특별시,성북구,0,월곡2동,1129072500,2554,2462,2937,2728,2597,3841
서울특별시 성북구 장위제1동,서울특별시,성북구,0,장위1동,1129076000,3146,3469,4094,3667,2798,3336
서울특별시 성북구 장위제2동,서울특별시,성북구,0,장위2동,1129077000,1765,1618,2252,2218,2228,1911
서울특별시 성북구 장위제3동,서울특별시,성북구,0,장위3동,1129078000,2223,2626,2564,1998,1447,2206
서울특별시 도봉구 창제1동,서울특별시,도봉구,0,창1동,1132051100,3111,3511,4264,3766,3368,3323
서울특별시 도봉구 창제2동,서울특별시,도봉구,0,창2동,1132051200,3757,4057,4964,4449,3876,4096
서울특별시 도봉구 창제3동,서울특별시,도봉구,0,창3동,1132051300,1477,1871,2443,2353,2128,1661
서울특별시 도봉구 창제4동,서울특별시,도봉구,0,창4동,1132051400,3429,3889,4753,4079,3060,4077
서울특별시 도봉구 창제5동,서울특별시,도봉구,0,창5동,1132051500,3406,3142,4244,3922,3131,3524
서울특별시 도봉구 도봉제1동,서울특별시,도봉구,0,도봉1동,1132052100,2036,2446,3497,3975,4285,2303
서울특별시 도봉구 도봉제2동,서울특별시,도봉구,0,도봉2동,1132052200,3333,3406,4211,4913,4752,2975
서울특별시 도봉구 쌍문제1동,서울특별시,도봉구,0,쌍문1동,1132066000,2353,2739,3715,3499,3344,3067
서울특별시 도봉구 쌍문제2동,서울특별시,도봉구,0,쌍문2동,1132067000,2308,2423,3122,3196,2761,2372
서울특별시 도봉구 쌍문제3동,서울특별시,도봉구,0,쌍문3동,1132068000,2346,2217,2786,2648,2494,2540
서울특별시 도봉구 쌍문제4동,서울특별시,도봉구,0,쌍문4동,1132068100,2081,2631,3190,3134,2136,2516
서울특별시 도봉구 방학제1동,서울특별시,도봉구,0,방학1동,1132069000,3037,3721,5071,4955,4208,3905
서울특별시 도봉구 방학제2동,서울특별시,도봉구,0,방학2동,1132070000,1969,2315,3493,3506,3183,2373
서울특별시 도봉구 방학제3동,서울특별시,도봉구,0,방학3동,1132071000,2828,3698,4458,4807,3537,3173
서울특별시 은평구 불광제1동,서울특별시,은평구,0,불광1동,1138052000,5323,5210,6392,6056,5674,5300
서울특별시 은평구 불광제2동,서울특별시,은평구,0,불광2동,1138053000,3790,3358,4636,4601,4358,4125
서울특별시 은평구 갈현제1동,서울특별시,은평구,0,갈현1동,1138055100,2029,1904,2510,2353,2111,2274
서울특별시 은평구 갈현제2동,서울특별시,은평구,0,갈현2동,1138055200,3569,4042,4918,4136,3671,4324
서울특별시 은평구 응암제1동,서울특별시,은평구,0,응암1동,1138058000,5184,5417,5089,4127,3800,4813
서울특별시 은평구 응암제2동,서울특별시,은평구,0,응암2동,1138059000,4117,5545,3993,3143,2785,2831
서울특별시 은평구 응암제3동,서울특별시,은평구,0,응암3동,1138060000,3269,3006,3856,3930,4153,3533
서울특별시 은평구 신사제1동,서울특별시,은평구,0,신사1동,1138063100,3711,3835,4463,4241,3623,3953
서울특별시 은평구 신사제2동,서울특별시,은평구,0,신사2동,1138063200,2602,2707,3189,3176,2652,2686
서울특별시 서대문구 홍은제1동,서울특별시,서대문구,0,홍은1동,1141066000,2959,3130,3886,3595,3218,2967
서울특별시 서대문구 홍은제2동,서울특별시,서대문구,0,홍은2동,1141068500,3948,3996,4802,4215,3736,4645
서울특별시 서대문구 남가좌제1동,서울특별시,서대문구,0,남가좌1동,1141069000,2205,3419,2401,1755,1569,1811
서울특별시 서대문구 남가좌제2동,서울특별시,서대문구,0,남가좌2동,1141070000,4029,4661,4524,3485,3571,4585
서울특별시 서대문구 북가좌제1동,서울특별시,서대문구,0,북가좌1동,1141071000,2123,2956,2996,2390,2168,2191
서울특별시 서대문구 북가좌제2동,서울특별시,서대문구,0,북가좌2동,1141072000,4108,4275,5240,4864,4576,4754
서울특별시 마포구 망원제1동,서울특별시,마포구,0,망원1동,1144069000,3617,2891,2883,2461,2398,3314
서울특별시 마포구 망원제2동,서울특별시,마포구,0,망원2동,1144070000,2842,2823,2919,2277,2254,2782
서울특별시 마포구 성산제1동,서울특별시,마포구,0,성산1동,1144072000,3279,2949,2992,2270,2101,3308
서울특별시 마포구 성산제2동,서울특별시,마포구,0,성산2동,1144073000,6830,5475,6023,4579,4517,7315
서울특별시 강서구 등촌제1동,서울특별시,강서구,0,등촌1동,1150052000,6675,3492,3087,2508,2179,4950
서울특별시 강서구 등촌제2동,서울특별시,강서구,0,등촌2동,1150053000,3291,2760,2976,2985,2224,2987
서울특별시 강서구 등촌제3동,서울특별시,강서구,0,등촌3동,1150053500,4576,3608,4415,5637,4859,3582
서울특별시 강서구 화곡제1동,서울특별시,강서구,0,화곡1동,1150054000,10147,7282,7174,7224,5851,9331
서울특별시 강서구 화곡제2동,서울특별시,강서구,0,화곡2동,1150055000,2568,2732,2815,2514,2003,2585
서울특별시 강서구 화곡제3동,서울특별시,강서구,0,화곡3동,1150056000,3055,3065,3180,3395,2873,3288
서울특별시 강서구 화곡제4동,서울특별시,강서구,0,화곡4동,1150057000,2926,2996,3275,3257,2732,2653
서울특별시 강서구 화곡제6동,서울특별시,강서구,0,화곡6동,1150059100,5107,3560,3686,3759,2717,4669
서울특별시 강서구 화곡제8동,서울특별시,강서구,0,화곡8동,1150059300,3690,3520,3600,3582,3114,3846
서울특별시 강서구 가양제1동,서울특별시,강서구,0,가양1동,1150060300,8928,4428,4083,3596,2030,8059
서울특별시 강서구 가양제2동,서울특별시,강서구,0,가양2동,1150060400,2179,1366,1614,3168,2983,1380
서울특별시 강서구 가양제3동,서울특별시,강서구,0,가양3동,1150060500,2854,1800,1845,2649,2638,1346
서울특별시 강서구 발산제1동,서울특별시,강서구,0,발산1동,1150061100,3766,6325,6092,4418,3583,5146
서울특별시 강서구 방화제1동,서울특별시,강서구,0,방화1동,1150063000,5822,7046,6466,6091,4625,5253
서울특별시 강서구 방화제2동,서울특별시,강서구,0,방화2동,1150064000,3774,3000,3406,3813,3419,3290
서울특별시 강서구 방화제3동,서울특별시,강서구,0,방화3동,1150064100,3299,3207,3253,3931,3861,2260
서울특별시 구로구 구로제1동,서울특별시,구로구,0,구로1동,1153052000,3581,3503,3009,2829,1761,2738
서울특별시 구로구 구로제2동,서울특별시,구로구,0,구로2동,1153053000,2702,2687,4222,4166,4021,3050
서울특별시 구로구 구로제3동,서울특별시,구로구,0,구로3동,1153054000,4586,3719,3185,2675,2502,4606
서울특별시 구로구 구로제4동,서울특별시,구로구,0,구로4동,1153055000,2747,2306,3108,3128,3343,2682
서울특별시 구로구 구로제5동,서울특별시,구로구,0,구로5동,1153056000,5690,3897,4355,4000,3431,5221
서울특별시 구로구 고척제1동,서울특별시,구로구,0,고척1동,1153072000,5167,3629,4040,3739,3131,3757
서울특별시 구로구 고척제2동,서울특별시,구로구,0,고척2동,1153073000,2999,3573,4727,4238,3869,3484
서울특별시 구로구 개봉제1동,서울특별시,구로구,0,개봉1동,1153074000,5009,4526,5455,5428,4609,4327
서울특별시 구로구 개봉제2동,서울특별시,구로구,0,개봉2동,1153075000,3882,4347,4744,5115,4659,3634
서울특별시 구로구 개봉제3동,서울특별시,구로구,0,개봉3동,1153076000,2427,2811,3412,3575,3013,2404
서울특별시 구로구 오류제1동,서울특별시,구로구,0,오류1동,1153077000,4591,2957,3014,3079,2918,4303
서울특별시 구로구 오류제2동,서울특별시,구로구,0,오류2동,1153078000,4419,5907,5982,5370,5280,4755
서울특별시 금천구 독산제1동,서울특별시,금천구,0,독산1동,1154561000,10287,6639,6369,5652,4177,8716
서울특별시 금천구 독산제2동,서울특별시,금천구,0,독산2동,1154562000,2503,2160,3349,3339,2413,2534
서울특별시 금천구 독산제3동,서울특별시,금천구,0,독산3동,1154563000,3714,2735,4192,4319,3172,3758
서울특별시 금천구 독산제4동,서울특별시,금천구,0,독산4동,1154564000,2005,1712,2845,2765,2014,2053
서울특별시 금천구 시흥제1동,서울특별시,금천구,0,시흥1동,1154567000,4814,4341,5477,5279,4466,4720
서울특별시 금천구 시흥제2동,서울특별시,금천구,0,시흥2동,1154568000,2205,2950,3634,3594,2879,2456
서울특별시 금천구 시흥제3동,서울특별시,금천구,0,시흥3동,1154569000,1319,1251,1844,1968,1688,1313
서울특별시 금천구 시흥제4동,서울특별시,금천구,0,시흥4동,1154570000,2329,2422,3559,3765,2943,2509
서울특별시 금천구 시흥제5동,서울특별시,금천구,0,시흥5동,1154571000,2106,2246,3311,3296,3200,2286
서울특별시 영등포구 당산제1동,서울특별시,영등포구,0,당산1동,1156055000,5030,2700,2879,2638,2343,3876
서울특별시 영등포구 당산제2동,서울특별시,영등포구,0,당산2동,1156056000,8201,5229,4671,3904,3317,7201
서울특별시 영등포구 양평제1동,서울특별시,영등포구,0,양평1동,1156061000,4494,2947,2169,1740,1721,3211
서울특별시 영등포구 양평제2동,서울특별시,영등포구,0,양평2동,1156062000,5526,3290,3078,2390,1798,4137
서울특별시 영등포구 신길제1동,서울특별시,영등포구,0,신길1동,1156063000,3602,2371,2910,2699,2501,3828
서울특별시 영등포구 신길제3동,서울특별시,영등포구,0,신길3동,1156065000,2358,2299,2650,2599,2158,2088
서울특별시 영등포구 신길제4동,서울특별시,영등포구,0,신길4동,1156066000,1818,1786,1978,2022,1608,1515
서울특별시 영등포구 신길제5동,서울특별시,영등포구,0,신길5동,1156067000,1293,1474,1637,1673,1386,1179
서울특별시 영등포구 신길제6동,서울특별시,영등포구,0,신길6동,1156068000,2967,2347,2730,2628,2269,2962
서울특별시 영등포구 신길제7동,서울특별시,영등포구,0,신길7동,1156069000,3327,3352,2936,2362,1757,2654
서울특별시 영등포구 대림제1동,서울특별시,영등포구,0,대림1동,1156070000,1804,1804,2352,2269,2293,1972
서울특별시 영등포구 대림제2동,서울특별시,영등포구,0,대림2동,1156071000,1841,1390,1937,1851,2068,1917
서울특별시 영등포구 대림제3동,서울특별시,영등포구,0,대림3동,1156072000,3138,2654,3838,3879,3188,3010
서울특별시 동작구 노량진제1동,서울특별시,동작구,0,노량진1동,1159051000,5818,4041,4564,4438,4120,6252
서울특별시 동작구 노량진제2동,서울특별시,동작구,0,노량진2동,1159052000,1764,1113,1398,1573,1440,1993
서울특별시 동작구 상도제1동,서울특별시,동작구,0,상도1동,1159053000,5747,5682,6522,5526,5134,11443
서울특별시 동작구 상도제2동,서울특별시,동작구,0,상도2동,1159054000,4370,4446,4134,3376,3043,4362
서울특별시 동작구 상도제3동,서울특별시,동작구,0,상도3동,1159055000,3871,3180,3765,3480,3297,4411
서울특별시 동작구 상도제4동,서울특별시,동작구,0,상도4동,1159056000,4583,3901,4378,4097,3746,4545
서울특별시 동작구 사당제1동,서울특별시,동작구,0,사당1동,1159062000,4768,2843,2788,2963,2659,5322
서울특별시 동작구 사당제2동,서울특별시,동작구,0,사당2동,1159063000,4393,4157,4507,4126,4081,3859
서울특별시 동작구 사당제3동,서울특별시,동작구,0,사당3동,1159064000,3622,3580,3518,3472,3281,3263
서울특별시 동작구 사당제4동,서울특별시,동작구,0,사당4동,1159065000,2357,1897,1997,2055,1956,2507
서울특별시 동작구 사당제5동,서울특별시,동작구,0,사당5동,1159065100,2539,2143,2161,1915,1683,2144
서울특별시 동작구 신대방제1동,서울특별시,동작구,0,신대방1동,1159067000,3114,3538,3874,3199,2761,3788
서울특별시 동작구 신대방제2동,서울특별시,동작구,0,신대방2동,1159068000,3783,3341,3177,2502,2427,4011
서울특별시 강동구 상일제1동,서울특별시,강동구,0,상일1동,1174052500,5042,8052,5478,5040,2936,4042
서울특별시 강동구 상일제2동,서울특별시,강동구,0,상일2동,1174052600,1815,2029,1877,1390,1387,1880
서울특별시 강동구 명일제1동,서울특별시,강동구,0,명일1동,1174053000,3641,4162,3909,3711,2709,3174
서울특별시 강동구 명일제2동,서울특별시,강동구,0,명일2동,1174054000,1792,2906,2633,2517,1732,2534
서울특별시 강동구 고덕제1동,서울특별시,강동구,0,고덕1동,1174055000,2370,5304,3432,2863,1936,2480
서울특별시 강동구 고덕제2동,서울특별시,강동구,0,고덕2동,1174056000,3610,4751,3450,3019,2025,2581
서울특별시 강동구 암사제1동,서울특별시,강동구,0,암사1동,1174057000,4852,5090,5793,5403,4330,4681
서울특별시 강동구 암사제2동,서울특별시,강동구,0,암사2동,1174058000,2627,2285,2233,2079,1729,1910
서울특별시 강동구 암사제3동,서울특별시,강동구,0,암사3동,1174059000,2034,3115,2604,2380,1869,2025
서울특별시 강동구 천호제1동,서울특별시,강동구,0,천호1동,1174060000,3849,3637,4362,4560,3656,3582
서울특별시 강동구 천호제2동,서울특별시,강동구,0,천호2동,1174061000,5986,4724,5060,5149,4129,4970
서울특별시 강동구 천호제3동,서울특별시,강동구,0,천호3동,1174062000,5070,3522,3829,4092,3159,4620
서울특별시 강동구 성내제1동,서울특별시,강동구,0,성내1동,1174064000,2938,3200,2946,2716,2176,2801
서울특별시 강동구 성내제2동,서울특별시,강동구,0,성내2동,1174065000,4405,3057,3442,3749,3066,4252
서울특별시 강동구 성내제3동,서울특별시,강동구,0,성내3동,1174066000,3363,3320,3759,3486,2757,3544
서울특별시 강동구 둔촌제1동,서울특별시,강동구,0,둔촌1동,1174069000,7,12,9,9,4,6
서울특별시 강동구 둔촌제2동,서울특별시,강동구,0,둔촌2동,1174070000,3697,3532,3876,3909,2814,3440
부산광역시 중구 영주제1동,부산광역시,중구,0,영주1동,2611059000,594,548,707,735,805,757
부산광역시 중구 영주제2동,부산광역시,중구,0,영주2동,2611060000,518,718,1199,1408,1588,657
부산광역시 서구 동대신제1동,부산광역시,서구,0,동대신1동,2614051000,597,728,853,916,989,619
부산광역시 서구 동대신제2동,부산광역시,서구,0,동대신2동,2614052000,493,767,1181,1371,1621,715
부산광역시 서구 동대신제3동,부산광역시,서구,0,동대신3동,2614053000,740,921,1074,1269,1343,1244
부산광역시 서구 서대신제1동,부산광역시,서구,0,서대신1동,2614054000,1853,2393,2267,2058,2267,1886
부산광역시 서구 서대신제3동,부산광역시,서구,0,서대신3동,2614056000,731,1087,1280,1242,1180,901
부산광역시 서구 서대신제4동,부산광역시,서구,0,서대신4동,2614057000,670,1079,1186,1233,1092,851
부산광역시 서구 남부민제1동,부산광역시,서구,0,남부민1동,2614065000,347,444,788,1079,1238,384
부산광역시 서구 남부민제2동,부산광역시,서구,0,남부민2동,2614066000,558,882,1357,1877,2143,704
부산광역시 동구 초량제1동,부산광역시,동구,0,초량1동,2617051000,566,625,817,859,948,700
부산광역시 동구 초량제2동,부산광역시,동구,0,초량2동,2617052000,480,593,907,1114,1315,560
부산광역시 동구 초량제3동,부산광역시,동구,0,초량3동,2617053000,2323,2082,1769,1489,1160,1848
부산광역시 동구 초량제6동,부산광역시,동구,0,초량6동,2617055000,408,614,897,1118,1461,489
부산광역시 동구 수정제1동,부산광역시,동구,0,수정1동,2617056000,362,529,655,697,875,465
부산광역시 동구 수정제2동,부산광역시,동구,0,수정2동,2617057000,1013,1042,1512,1803,2010,948
부산광역시 동구 수정제4동,부산광역시,동구,0,수정4동,2617059000,239,328,616,750,1113,316
부산광역시 동구 수정제5동,부산광역시,동구,0,수정5동,2617060000,318,515,836,1024,1332,440
부산광역시 동구 범일제1동,부산광역시,동구,0,범일1동,2617065000,1056,1173,1787,2452,2610,1093
부산광역시 동구 범일제2동,부산광역시,동구,0,범일2동,2617066000,1030,960,1314,1459,1181,998
부산광역시 동구 범일제5동,부산광역시,동구,0,범일5동,2617068000,1876,1386,1176,1093,916,965
부산광역시 영도구 영선제1동,부산광역시,영도구,0,영선1동,2620054000,291,420,616,831,861,344
부산광역시 영도구 영선제2동,부산광역시,영도구,0,영선2동,2620055000,642,839,1239,1581,1815,729
부산광역시 영도구 봉래제1동,부산광역시,영도구,0,봉래1동,2620059000,557,789,963,1395,1448,581
부산광역시 영도구 봉래제2동,부산광역시,영도구,0,봉래2동,2620060500,726,1049,1243,1272,1532,676
부산광역시 영도구 청학제1동,부산광역시,영도구,0,청학1동,2620063000,438,758,853,1142,1242,486
부산광역시 영도구 청학제2동,부산광역시,영도구,0,청학2동,2620064000,1514,2197,2832,3358,3291,1707
부산광역시 영도구 동삼제1동,부산광역시,영도구,0,동삼1동,2620065000,2790,3657,4768,5475,5013,3384
부산광역시 영도구 동삼제2동,부산광역시,영도구,0,동삼2동,2620066000,578,758,733,770,763,805
부산광역시 영도구 동삼제3동,부산광역시,영도구,0,동삼3동,2620067000,650,952,1429,2246,2390,714
부산광역시 부산진구 부전제1동,부산광역시,부산진구,0,부전1동,2623051000,2673,1667,2192,2414,1978,3936
부산광역시 부산진구 부전제2동,부산광역시,부산진구,0,부전2동,2623052000,2420,1649,1627,1391,920,3060
부산광역시 부산진구 양정제1동,부산광역시,부산진구,0,양정1동,2623056000,2394,2449,3334,3217,2912,2779
부산광역시 부산진구 양정제2동,부산광역시,부산진구,0,양정2동,2623057000,2995,2105,1790,1672,1620,3222
부산광역시 부산진구 전포제1동,부산광역시,부산진구,0,전포1동,2623060000,4174,2951,2551,2246,2091,4660
부산광역시 부산진구 전포제2동,부산광역시,부산진구,0,전포2동,2623061000,3776,3123,3289,3598,3650,3750
부산광역시 부산진구 부암제1동,부산광역시,부산진구,0,부암1동,2623064000,3382,3586,3697,3560,2988,2878
부산광역시 부산진구 부암제3동,부산광역시,부산진구,0,부암3동,2623066000,2290,3061,3500,3366,2551,2322
부산광역시 부산진구 당감제1동,부산광역시,부산진구,0,당감1동,2623067000,1985,2677,3927,4240,3658,2527
부산광역시 부산진구 당감제2동,부산광역시,부산진구,0,당감2동,2623068000,1842,1737,1623,1857,1579,1435
부산광역시 부산진구 당감제4동,부산광역시,부산진구,0,당감4동,2623070000,1036,1380,1991,2003,1700,1109
부산광역시 부산진구 가야제1동,부산광역시,부산진구,0,가야1동,2623071000,1724,2108,2695,3179,2823,2753
부산광역시 부산진구 가야제2동,부산광역시,부산진구,0,가야2동,2623072000,2168,2459,2944,3205,2986,2193
부산광역시 부산진구 개금제1동,부산광역시,부산진구,0,개금1동,2623074000,2827,2630,2725,2427,2068,3531
부산광역시 부산진구 개금제2동,부산광역시,부산진구,0,개금2동,2623075000,962,1226,1733,1939,1786,1423
부산광역시 부산진구 개금제3동,부산광역시,부산진구,0,개금3동,2623076000,2803,3581,4794,5403,3927,3281
부산광역시 부산진구 범천제1동,부산광역시,부산진구,0,범천1동,2623077000,2460,1543,1642,1682,1475,2580
부산광역시 부산진구 범천제2동,부산광역시,부산진구,0,범천2동,2623078000,3615,2910,3064,3895,3386,2561
부산광역시 동래구 온천제1동,부산광역시,동래구,0,온천1동,2626055000,4287,3816,3771,3159,2970,3968
부산광역시 동래구 온천제2동,부산광역시,동래구,0,온천2동,2626056000,3109,4155,3467,3277,3122,2377
부산광역시 동래구 온천제3동,부산광역시,동래구,0,온천3동,2626057000,4596,5090,6150,6192,5133,5153
부산광역시 동래구 사직제1동,부산광역시,동래구,0,사직1동,2626058000,1113,1612,1595,1477,1576,1204
부산광역시 동래구 사직제2동,부산광역시,동래구,0,사직2동,2626059000,2095,4791,4463,3146,2185,3187
부산광역시 동래구 사직제3동,부산광역시,동래구,0,사직3동,2626060000,1578,3147,2558,2496,2394,1826
부산광역시 동래구 안락제1동,부산광역시,동래구,0,안락1동,2626074000,1392,1764,2245,2828,2552,1456
부산광역시 동래구 안락제2동,부산광역시,동래구,0,안락2동,2626075000,2746,3902,4497,4655,3755,3062
부산광역시 동래구 명장제1동,부산광역시,동래구,0,명장1동,2626076100,1445,1942,2124,2615,2297,1388
부산광역시 동래구 명장제2동,부산광역시,동래구,0,명장2동,2626076200,1513,1755,2249,3058,2325,1515
부산광역시 남구 대연제1동,부산광역시,남구,0,대연1동,2629051000,1655,1667,2209,2223,2632,4121
부산광역시 남구 대연제3동,부산광역시,남구,0,대연3동,2629053000,4005,5584,5061,3839,3160,8234
부산광역시 남구 대연제4동,부산광역시,남구,0,대연4동,2629054000,1949,2139,1959,2221,2307,1349
부산광역시 남구 대연제5동,부산광역시,남구,0,대연5동,2629055000,1802,2312,2566,2404,2541,3166
부산광역시 남구 대연제6동,부산광역시,남구,0,대연6동,2629056000,1663,2716,2260,1848,1694,1690
부산광역시 남구 용호제1동,부산광역시,남구,0,용호1동,2629057000,3570,6783,7876,6841,5975,5076
부산광역시 남구 용호제2동,부산광역시,남구,0,용호2동,2629058000,2164,3213,3032,3201,2792,2077
부산광역시 남구 용호제3동,부산광역시,남구,0,용호3동,2629059000,957,1324,1941,2357,2505,1250
부산광역시 남구 용호제4동,부산광역시,남구,0,용호4동,2629060000,760,1136,1265,1498,1455,856
부산광역시 남구 감만제1동,부산광역시,남구,0,감만1동,2629062000,836,1172,1457,1671,1429,928
